ID,馬名,性別,年齢,父,馬体重,オークション日,落札価格,落札時賞金,現在賞金,ROI,リンク,病歴,繁殖
2623,ツルギトイシヅチ,牡,4,リーチザクラウン,504,2026-02-26,0,2887000,0,0.0,https://auction.keiba.rakuten.co.jp/item/15716,骨折,
2545,ドリームデュネット,牝,16,ディープインパクト,,2026-02-05,0,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15637,,○
864,コタツデミカン,牡,4,キンシャサノキセキ,475,2025-04-17,990000,6895000,0,-696.5,https://auction.keiba.rakuten.co.jp/item/14012,跛行,
2036,ナムラヒマワリ,牝,1,ヴァンゴッホ,467,2024-10-24,990000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13203,打撲,
1055,ペグー,牡,3,バゴ,495,2025-05-29,990000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14205,,
2079,リックスター,牝,4,エピファネイア,456,2024-10-31,990000,10700000,0,-1080.8,https://auction.keiba.rakuten.co.jp/item/13246,ゆう癖 / 挫跖,
1350,タドウリョク,牝,2,シャンハイボビー,444,2024-12-19,990000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13505,,
1870,クリノアイオライト,牡,2,アスカクリチャン,422,2024-09-19,990000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13034,,
1392,ゴームズ,牝,2,モーニン,450,2024-12-26,980000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13547,,
543,アルデヤーノ,牡,3,イスラボニータ,476,2025-08-14,980000,720000,0,-73.5,https://auction.keiba.rakuten.co.jp/item/14681,,
793,アクデニズ,牡,3,ミッキースワロー,470,2025-09-11,980000,720000,0,-73.5,https://auction.keiba.rakuten.co.jp/item/14940,旋回癖,
1989,ベアサクシード,牡,3,シルバーステート,468,2024-10-10,980000,9030000,0,-921.4,https://auction.keiba.rakuten.co.jp/item/13156,屈腱炎 / 脚部不安,
828,ジーティースピカ,牝,4,シャンハイボビー,470,2025-09-14,980000,2684000,0,-273.9,https://auction.keiba.rakuten.co.jp/item/14975,繋靭帯炎,
1264,グレイトレッグ,牡,3,ウインブライト,444,2025-07-10,980000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14417,旋回癖,
2159,クリノセノーテ,牡,2,シルバーステート,563,2024-11-14,980000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13327,,
2007,モモクリサン,牝,2,イスラボニータ,403,2024-10-17,970000,530000,0,-54.6,https://auction.keiba.rakuten.co.jp/item/13174,,
1238,ルナティックアイ,牡,3,ロジャーバローズ,430,2025-07-03,970000,1960000,0,-202.1,https://auction.keiba.rakuten.co.jp/item/14391,さく癖 / 屈腱炎,
1294,レターフロムパリ,牝,4,タリスマニック,462,2025-07-10,970000,2288000,0,-235.9,https://auction.keiba.rakuten.co.jp/item/14448,,
330,フェールブリエ,牡,4,バンブーエール,436,2025-10-02,970000,9880000,0,-1018.6,https://auction.keiba.rakuten.co.jp/item/15073,骨瘤,
1068,バウンドトゥウィン,牝,4,フェノーメノ,422,2025-05-29,960000,3895000,0,-405.7,https://auction.keiba.rakuten.co.jp/item/14219,さく癖,
1950,ミカヅキ,牝,4,ルーラーシップ,484,2024-10-03,960000,4518000,0,-470.6,https://auction.keiba.rakuten.co.jp/item/13115,,
1169,アクシノス,セ,4,ゴールドシップ,464,2025-06-19,960000,4815000,0,-501.6,https://auction.keiba.rakuten.co.jp/item/14322,,
1629,キリマンジャロ,牡,3,バンドワゴン,494,2025-03-06,960000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13787,脚部不安 / 跛行,
358,メイショウタザワコ,牝,3,ラブリーデイ,422,2025-10-05,960000,720000,0,-75.0,https://auction.keiba.rakuten.co.jp/item/15101,,
2382,エイシンマクルーベ,牝,3,ワンアンドオンリー,410,2025-12-25,960000,840000,0,-87.5,https://auction.keiba.rakuten.co.jp/item/15476,ゆう癖 / 跛行,
2631,ウインマグノリア,牡,4,サトノダイヤモンド,455,2026-02-26,960000,2390000,0,-249.0,https://auction.keiba.rakuten.co.jp/item/15723,,
311,プレストバローズ,セ,6,ドレフォン,543,2025-09-25,960000,9364000,0,-975.4,https://auction.keiba.rakuten.co.jp/item/15054,,
1287,クリダーム,牡,5,ハーツクライ,502,2025-07-10,9520000,39667000,0,-416.7,https://auction.keiba.rakuten.co.jp/item/14441,,
1086,アイガー,牝,3,サンダースノー,465,2025-06-05,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14237,,
823,プリンスドール,牡,3,レイデオロ,496,2025-09-14,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14970,,
1929,クリノイコライザー,セ,7,プリサイスエンド,460,2024-09-26,950000,21965000,0,-2312.1,https://auction.keiba.rakuten.co.jp/item/13094,鼻出血,
2615,エンゼルランプ,牝,3,ダノンプレミアム,442,2026-02-26,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15708,打撲,
1317,ムコリッタ,牝,3,カリフォルニアクローム,402,2025-07-17,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14472,,
951,パレスアンバー,牡,2,モーニン,448,2025-05-08,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14100,,
1040,ラフォンターナ,牡,4,アルアイン,538,2025-05-25,950000,3200000,0,-336.8,https://auction.keiba.rakuten.co.jp/item/14190,蟻洞 / 跛行,
2298,オッフェンバック,牡,2,ブリックスアンドモルタル,446,2024-12-12,950000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13468,疝痛,
2365,マッティーナ,牡,5,ビッグアーサー,544,2025-12-25,950000,8305000,0,-874.2,https://auction.keiba.rakuten.co.jp/item/15451,,
2263,レガシーオブエリザ,牝,3,スワーヴリチャード,449,2024-11-28,950000,4850000,0,-510.5,https://auction.keiba.rakuten.co.jp/item/13432,骨折 / 骨片,
2610,セクシーコマンドー,牡,6,ビーチパトロール,470,2026-02-19,940000,11780000,0,-1253.2,https://auction.keiba.rakuten.co.jp/item/15698,跛行,
1836,ダイユウグラフ,牝,3,シルバーステート,478,2024-09-12,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13000,,
1092,シャインモノリス,牡,3,ビーチパトロール,468,2025-06-05,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14243,,
614,メイショウサノサ,牝,3,デクラレーションオブウォー,434,2025-08-21,940000,2200000,0,-234.0,https://auction.keiba.rakuten.co.jp/item/14754,骨瘤,
1832,アルマリアルト,牡,3,ヘンリーバローズ,528,2025-04-17,940000,550000,0,-58.5,https://auction.keiba.rakuten.co.jp/item/13996,挫跖 / 脚部不安,
1992,ベラジオボッキーニ,セ,5,アジアエクスプレス,511,2024-10-10,940000,16325000,0,-1736.7,https://auction.keiba.rakuten.co.jp/item/13159,脚部不安 / 骨折,
1080,ジーティージン,牡,4,ワールドエース,480,2025-06-01,940000,0,2757000,293.3,https://auction.keiba.rakuten.co.jp/item/14231,,
798,コルネイユドール,牝,3,マインドユアビスケッツ,434,2025-09-11,940000,2900000,0,-308.5,https://auction.keiba.rakuten.co.jp/item/14945,,
601,ラヴアンドホープ,牝,3,モーリス,488,2025-08-21,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14740,跛行 / 骨瘤,
2378,マイネルモンテュス,牡,2,ゴールドシップ,502,2025-12-25,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15472,,
1974,クリノフラッグ,牝,5,モンテロッソ,462,2024-10-10,940000,8893000,0,-946.1,https://auction.keiba.rakuten.co.jp/item/13140,,
1827,エターナルライズ,牝,3,サートゥルナーリア,418,2025-04-17,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13991,旋回癖,
2573,ビアンケット,牝,5,ヘニーヒューズ,493,2026-02-12,940000,2860000,0,-304.3,https://auction.keiba.rakuten.co.jp/item/15660,,
2319,ラブミーエール,牝,3,バンブーエール,492,2024-12-12,940000,2819000,0,-299.9,https://auction.keiba.rakuten.co.jp/item/13489,屈腱炎,
26,クインズプリンセスの23,牡,2,アジアエクスプレス,471,2025-11-06,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15260,,
1631,アルディマジオ,牡,3,ドゥラメンテ,536,2025-03-06,940000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13789,,
1064,キガン,牝,5,ダイワメジャー,472,2025-05-29,930000,13165000,0,-1415.6,https://auction.keiba.rakuten.co.jp/item/14214,鼻出血,
822,ピンパンポン,牡,3,Wootton Bassett,480,2025-09-14,930000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14969,挫跖 / 関節炎,
341,オニマル,牡,3,ビッグアーサー,505,2025-10-02,930000,5100000,0,-548.4,https://auction.keiba.rakuten.co.jp/item/15084,,
1404,エイシンゴーオン,牡,3,エイシンヒカリ,470,2024-12-26,930000,1432000,0,-154.0,https://auction.keiba.rakuten.co.jp/item/13559,,
953,サンドバンブー,牝,4,エスポワールシチー,512,2025-05-08,930000,2375000,0,-255.4,https://auction.keiba.rakuten.co.jp/item/14102,,
1409,マニエジェニー,牝,4,シャンハイボビー,480,2024-12-26,930000,4975000,0,-534.9,https://auction.keiba.rakuten.co.jp/item/13564,,
125,パンテレリア,牡,6,イスラボニータ,514,,930000,22244000,0,-2391.8,https://auction.keiba.rakuten.co.jp/item/15291,,
1594,エクセルアラジン,牡,3,サトノアラジン,478,2025-02-20,930000,90000,0,-9.7,https://auction.keiba.rakuten.co.jp/item/13750,,
1900,クリノマックイーン,牡,2,カレンブラックヒル,452,2024-09-26,930000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13065,,
337,バフェ,牡,3,ホッコータルマエ,488,2025-10-02,930000,1005000,0,-108.1,https://auction.keiba.rakuten.co.jp/item/15080,,
1002,プレトリア,セ,10,ヨハネスブルグ,469,2025-05-15,930000,77697000,0,-8354.5,https://auction.keiba.rakuten.co.jp/item/14151,跛行,
1159,メイプルエイト,牡,3,サンダースノー,442,2025-06-19,920000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14311,,
1790,サンズオブタイム,牡,7,ディープブリランテ,520,2025-04-03,920000,28310000,0,-3077.2,https://auction.keiba.rakuten.co.jp/item/13953,ゆう癖 / 蕁麻疹 / 跛行 / 骨折,
706,エレガントフルール,牝,4,ヴィクトワールピサ,440,2025-08-28,920000,1675000,0,-182.1,https://auction.keiba.rakuten.co.jp/item/14851,,
1884,クロップ,牡,3,マクマホン,436,2024-09-19,920000,4250000,0,-462.0,https://auction.keiba.rakuten.co.jp/item/13049,さく癖,
1380,グレンノハナ,牝,5,エスポワールシチー,505,2024-12-19,920000,14283000,0,-1552.5,https://auction.keiba.rakuten.co.jp/item/13535,フレグモーネ,
968,バッジオレディネロ,牡,5,ドゥラメンテ,525,2025-05-11,920000,2634000,0,-286.3,https://auction.keiba.rakuten.co.jp/item/14117,骨折,
15254,ブレスト,牝,3,マクマホン,447,2025-11-02,920000,4140000,4140000,0.0,https://auction.keiba.rakuten.co.jp/item/15254,,
1455,オーケーソニック,牝,4,カリフォルニアクローム,426,2025-01-16,920000,5500000,0,-597.8,https://auction.keiba.rakuten.co.jp/item/13610,,
1575,シェヴロンケリー,牝,6,イスラボニータ,463,2025-02-13,920000,7157000,0,-777.9,https://auction.keiba.rakuten.co.jp/item/13731,,
992,エイシンロッキー,牡,4,ジョーカプチーノ,487,2025-05-15,920000,3495000,0,-379.9,https://auction.keiba.rakuten.co.jp/item/14141,骨折,
2334,ルージュシークエル,牝,3,スワーヴリチャード,518,2025-12-25,920000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15415,ゆう癖 / 肺出血 / 骨折 / 鼻出血,○
955,マイネルコモドーア,牡,4,ゴールドシップ,457,2025-05-08,920000,7011000,0,-762.1,https://auction.keiba.rakuten.co.jp/item/14104,跛行,
1032,フィリオアレグロ,セ,8,ディープインパクト,485,2025-05-22,920000,69523000,0,-7556.8,https://auction.keiba.rakuten.co.jp/item/14182,,
1718,マインドマイワーズ,牡,4,マインドユアビスケッツ,480,2025-03-23,920000,1120000,0,-121.7,https://auction.keiba.rakuten.co.jp/item/13878,,
67,トリスティ,牝,2,ディーマジェスティ,482,2025-11-13,9190000,6739000,0,-73.3,https://auction.keiba.rakuten.co.jp/item/15306,,
866,ララランド,牝,6,シニスターミニスター,480,2025-04-17,910000,12500000,0,-1373.6,https://auction.keiba.rakuten.co.jp/item/14014,,
2634,シュンレツ,牡,5,ベストウォーリア,451,2026-02-26,910000,3715000,0,-408.2,https://auction.keiba.rakuten.co.jp/item/15726,,
1319,メイショウスエヒロ,牡,3,ダンカーク,446,2025-07-17,910000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14474,,
846,サフランクイン,牝,3,カレンブラックヒル,432,2025-09-18,910000,560000,0,-61.5,https://auction.keiba.rakuten.co.jp/item/14994,,
1376,ユイノコドウ,牡,3,ヴィクトワールピサ,469,2024-12-19,910000,8204000,0,-901.5,https://auction.keiba.rakuten.co.jp/item/13531,,
365,メイショウガイフウ,牡,4,キズナ,463,2025-10-05,910000,1110000,0,-122.0,https://auction.keiba.rakuten.co.jp/item/15108,,
1680,スリーオウギ,セ,4,ワールドエース,417,2025-03-13,910000,4275000,0,-469.8,https://auction.keiba.rakuten.co.jp/item/13840,屈腱炎,
1932,ウインダークローズ,牡,7,ロージズインメイ,503,2024-09-26,910000,57590000,0,-6328.6,https://auction.keiba.rakuten.co.jp/item/13097,,
580,ウェットストーン,牝,3,ニューイヤーズデイ,444,2025-08-17,910000,3360000,0,-369.2,https://auction.keiba.rakuten.co.jp/item/14719,,
1707,ベアウェイトゥゴー,牝,4,ルーラーシップ,480,2025-03-20,910000,3766000,0,-413.8,https://auction.keiba.rakuten.co.jp/item/13867,,
1574,アオイツキ,牝,6,トゥザワールド,517,2025-02-13,910000,3012000,0,-331.0,https://auction.keiba.rakuten.co.jp/item/13730,屈腱炎,
2392,ノーダブルディップ,牡,7,リーチザクラウン,538,2025-12-25,910000,61014000,0,-6704.8,https://auction.keiba.rakuten.co.jp/item/15486,,
205,オルソビアンコ,牝,5,ハービンジャー,410,2025-10-16,900000,6200000,0,-688.9,https://auction.keiba.rakuten.co.jp/item/15144,骨折,
325,サンドロック,牝,2,カリフォルニアクローム,436,2025-10-02,900000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15068,,
1981,ホロキキ,牝,2,レッドファルクス,450,2024-10-10,900000,608000,0,-67.6,https://auction.keiba.rakuten.co.jp/item/13147,,
2551,サンクスグランパ,セ,8,フサイチセブン,474,2026-02-22,900000,12870000,12870000,0.0,https://auction.keiba.rakuten.co.jp/item/15706,さく癖 / 角膜炎 / 骨折,
745,ウォールローゼ,牡,2,サトノダイヤモンド,477,2025-09-04,900000,3565000,0,-396.1,https://auction.keiba.rakuten.co.jp/item/14892,,
2532,オーロプロサングエ,牡,4,モーリス,482,2026-02-05,900000,84000,84000,0.0,https://auction.keiba.rakuten.co.jp/item/15624,骨折 / 骨片,
2138,エレガントウインク,牝,3,レッドファルクス,454,2024-11-07,900000,7650000,0,-850.0,https://auction.keiba.rakuten.co.jp/item/13306,蟻洞,
1044,インゴットバード,牡,7,ディスクリートキャット,507,2025-05-25,900000,13920000,0,-1546.7,https://auction.keiba.rakuten.co.jp/item/14194,骨折,
675,ラストプリンセス,牝,3,ドゥラメンテ,418,2025-08-28,900000,560000,0,-62.2,https://auction.keiba.rakuten.co.jp/item/14820,骨折,
495,タツノドリーム,牝,3,ゴールドドリーム,467,2025-08-07,890000,1400000,0,-157.3,https://auction.keiba.rakuten.co.jp/item/14631,,
872,ソングフォーユー,牝,6,キタサンブラック,470,2025-04-20,890000,18440000,0,-2071.9,https://auction.keiba.rakuten.co.jp/item/14020,,
946,スコプルス,牝,5,ゴールドシップ,438,2025-05-08,890000,13335000,0,-1498.3,https://auction.keiba.rakuten.co.jp/item/14095,炎症,
958,エイシンセラフィム,牡,5,ジャスタウェイ,516,2025-05-08,890000,7525000,0,-845.5,https://auction.keiba.rakuten.co.jp/item/14107,喉鳴り / 蟻洞,
2290,エクスプロア,牡,5,ドゥラメンテ,507,2024-12-05,890000,4378000,0,-491.9,https://auction.keiba.rakuten.co.jp/item/13460,挫跖 / 骨折,
2168,フィッツジェラルド,牡,3,イスラボニータ,532,2024-11-14,890000,2900000,0,-325.8,https://auction.keiba.rakuten.co.jp/item/13336,跛行 / 骨折 / 骨片 / 骨瘤,
1969,シュライフェ,牝,4,リーチザクラウン,502,2024-10-10,890000,2740000,0,-307.9,https://auction.keiba.rakuten.co.jp/item/13135,蟻洞 / 骨瘤,
637,メイブロッサム,牝,3,ブリックスアンドモルタル,430,2025-08-24,890000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14780,,
518,アップリンク,牝,3,サトノアラジン,428,2025-08-14,890000,0,496000,55.7,https://auction.keiba.rakuten.co.jp/item/14656,骨折,
1986,エイシンノヴァ,牡,3,ノヴェリスト,442,2024-10-10,890000,2463000,0,-276.7,https://auction.keiba.rakuten.co.jp/item/13153,,
1615,コスモカノア,牝,4,ゴールドシップ,372,2025-02-27,880000,3860000,0,-438.6,https://auction.keiba.rakuten.co.jp/item/13771,跛行 / 骨瘤,
1708,ティンダルナイン,牝,4,アメリカンペイトリオット,453,2025-03-20,880000,8280000,0,-940.9,https://auction.keiba.rakuten.co.jp/item/13868,,
2197,エイシンスコッティ,セ,5,ニホンピロアワーズ,551,2024-11-14,880000,8362000,0,-950.2,https://auction.keiba.rakuten.co.jp/item/13366,骨折,
771,シカレ,牝,3,American Pharoah,420,2025-09-07,880000,2500000,0,-284.1,https://auction.keiba.rakuten.co.jp/item/14918,ゆう癖,
97,マイネルメテオーラ,牡,2,ベンバトル,526,2025-11-20,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15339,,
1210,バックアップアゲン,牝,3,ビッグアーサー,474,2025-06-26,870000,3200000,0,-367.8,https://auction.keiba.rakuten.co.jp/item/14363,さく癖 / 喉頭蓋エントラップメント,
2039,フクシマジンロッソ,牡,2,ロゴタイプ,442,2024-10-24,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13206,骨瘤,
2085,カルストンオリビア,牝,2,フェノーメノ,412,2024-10-31,870000,35000,0,-4.0,https://auction.keiba.rakuten.co.jp/item/13252,,
725,ランドオブファイア,牡,3,ゴールスキー,492,2025-09-04,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14872,骨折 / 骨片,
1829,トゥルプ,牝,3,デクラレーションオブウォー,476,2025-04-17,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13993,,
2152,デュアルキャリアー,牡,8,War Front,556,2024-11-07,870000,18856000,0,-2167.4,https://auction.keiba.rakuten.co.jp/item/13320,骨折 / 骨片,
1167,エポナメロディー,牝,3,オールブラッシュ,434,2025-06-19,870000,3935000,0,-452.3,https://auction.keiba.rakuten.co.jp/item/14320,,
102,ウィルプレイス,牝,2,ヘニーヒューズ,470,2025-11-20,870000,630000,0,-72.4,https://auction.keiba.rakuten.co.jp/item/15344,跛行,
996,トレイルリッジ,牝,4,ジャスタウェイ,484,2025-05-15,870000,12500000,0,-1436.8,https://auction.keiba.rakuten.co.jp/item/14145,,
126,イテマエダセン,牡,5,キンシャサノキセキ,502,2025-10-23,870000,2927000,0,-336.4,https://auction.keiba.rakuten.co.jp/item/15188,疝痛 / 骨折,
1936,オーケーミネルバ,牝,3,リオンディーズ,472,2024-10-03,870000,700000,0,-80.5,https://auction.keiba.rakuten.co.jp/item/13101,挫跖,
979,ジーティーパール,牝,3,シュヴァルグラン,434,2025-05-15,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14128,,
647,ウィナーズロジャー,牡,2,ロジャーバローズ,478,2025-08-24,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14790,,
1216,ルクスデルフィー,牝,4,キタサンブラック,454,2025-06-26,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14369,,
535,ファーニスクリーク,セ,3,キタサンブラック,496,2025-08-14,870000,0,2000000,229.9,https://auction.keiba.rakuten.co.jp/item/14673,DDSP / 喘鳴症,
1233,デリツィオーサ,牝,3,モーリス,464,2025-07-03,870000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14386,カケス,
1702,スプラウティング,セ,6,ダイワメジャー,518,2025-03-20,8610000,56256000,0,-653.4,https://auction.keiba.rakuten.co.jp/item/13862,,
1843,ロデオクイーン,牝,3,ハービンジャー,392,2024-09-12,860000,1150000,0,-133.7,https://auction.keiba.rakuten.co.jp/item/13007,,
2548,ルーン,牝,3,クリソベリル,465,2026-02-22,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15703,,
1096,ヒーローレジェンド,牡,3,スクリーンヒーロー,462,2025-06-05,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14247,,
709,エスシーボニー,牝,3,ストロングリターン,430,2025-08-31,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14854,,
786,ディプタルアスール,牡,3,フィエールマン,454,2025-09-11,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14933,旋回癖,
717,アットザホップ,牝,3,サトノアラジン,422,2025-09-04,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14862,,
1083,ナムラカメジロー,牡,4,サンダースノー,519,2025-06-01,860000,3370000,0,-391.9,https://auction.keiba.rakuten.co.jp/item/14234,ゆう癖 / 蟻洞,
2314,シスコスター,牝,3,モーリス,480,2024-12-12,860000,675000,0,-78.5,https://auction.keiba.rakuten.co.jp/item/13484,骨瘤,
1278,サスペンスクィーン,牝,3,サンダースノー,450,2025-07-10,860000,550000,0,-64.0,https://auction.keiba.rakuten.co.jp/item/14431,,
287,ブルームソング,牝,3,ミスターメロディ,516,2025-09-21,860000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15028,,
1501,エイシンスキッピオ,牡,6,エイシンヒカリ,492,2025-01-23,860000,4850000,0,-564.0,https://auction.keiba.rakuten.co.jp/item/13656,OCD / 跛行 / 骨片,
856,ナムラシベラ,牝,7,ミッキーアイル,440,2025-04-17,860000,12090000,0,-1405.8,https://auction.keiba.rakuten.co.jp/item/14004,,
2359,ベッティーナ,牝,4,リオンディーズ,447,2025-12-25,860000,2600000,0,-302.3,https://auction.keiba.rakuten.co.jp/item/15444,ゆう癖 / 感冒,
1854,ヴァルトラウテ,牝,4,レッドファルクス,450,2024-09-12,860000,6550000,0,-761.6,https://auction.keiba.rakuten.co.jp/item/13018,,
391,ベルフォン,牝,3,ドレフォン,410,2025-07-24,850000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14527,,
318,アクアリッズ,牡,3,サトノクラウン,484,2025-09-28,850000,84000,0,-9.9,https://auction.keiba.rakuten.co.jp/item/15061,骨折 / 骨片,
1590,ゼウスビスティー,牡,5,シニスターミニスター,498,2025-02-20,850000,19250000,0,-2264.7,https://auction.keiba.rakuten.co.jp/item/13746,繋靭帯炎,
1093,スマートピリカ,牝,3,カリフォルニアクローム,474,2025-06-05,840000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14244,,
1828,サヨノスピークロウ,牡,3,タワーオブロンドン,470,2025-04-17,840000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13992,旋回癖,
2277,プロシュ,牝,2,ドリームバレンチノ,437,2024-12-05,840000,1655000,0,-197.0,https://auction.keiba.rakuten.co.jp/item/13447,,
825,フィナルフェリス,牝,3,イスラボニータ,426,2025-09-14,840000,840000,0,-100.0,https://auction.keiba.rakuten.co.jp/item/14972,,
800,エキゾチックガール,牝,3,ダノンバラード,416,2025-09-11,840000,3080000,0,-366.7,https://auction.keiba.rakuten.co.jp/item/14947,筋肉痛,
785,グランヴァルール,牝,3,リアルスティール,474,2025-09-11,840000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14932,脚部不安,
1542,バーミリオンクリフ,牡,6,モーリス,480,2025-02-06,840000,10600000,0,-1261.9,https://auction.keiba.rakuten.co.jp/item/13697,挫跖 / 骨瘤 / 鼻出血,
2632,エイシンタヴェルナ,牝,4,ストロングリターン,434,2026-02-26,840000,3722000,0,-443.1,https://auction.keiba.rakuten.co.jp/item/15724,,
2487,ウフルピーク,牝,3,ロードカナロア,410,,840000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15240,,○
1457,クリノマイスター,牡,5,ラブリーデイ,500,2025-01-16,840000,520000,0,-61.9,https://auction.keiba.rakuten.co.jp/item/13612,骨折,
1567,ベアグッバイ,牝,3,スズカコーズウェイ,475,2025-02-13,840000,895000,0,-106.5,https://auction.keiba.rakuten.co.jp/item/13723,,
1624,キャリーアドリーム,牝,5,ノヴェリスト,405,2025-02-27,840000,4291000,0,-510.8,https://auction.keiba.rakuten.co.jp/item/13781,,
1512,ランワールドワン,牡,3,カリフォルニアクローム,486,2025-01-30,840000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13667,跛行,
560,プレジャー,牝,4,リアルインパクト,499,2025-08-14,840000,5195000,0,-618.5,https://auction.keiba.rakuten.co.jp/item/14698,,
1803,アイヅワカマツ,牡,3,サトノアラジン,460,2025-04-10,830000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13966,,
2522,ルミナスクイーン,牝,3,サトノアラジン,422,2026-02-05,830000,36500000,0,-4397.6,https://auction.keiba.rakuten.co.jp/item/15614,,
441,リンガスマイル,牡,3,ゴールデンマンデラ,504,2025-07-31,830000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14577,ゆう癖,
2195,メリーコッカー,牝,4,ミッキーロケット,426,2024-11-14,830000,4780000,0,-575.9,https://auction.keiba.rakuten.co.jp/item/13363,さく癖,
1156,ノワスティエ,牝,3,ストロングリターン,434,2025-06-19,830000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14308,骨瘤,
1647,ファイアスター,牡,4,ファインニードル,477,2025-03-06,830000,1950000,0,-234.9,https://auction.keiba.rakuten.co.jp/item/13806,骨瘤,
2113,レペンテ,牝,2,ダノンバラード,412,2024-11-07,830000,720000,0,-86.7,https://auction.keiba.rakuten.co.jp/item/13281,,
591,ジュンベルベット,牡,3,カレンブラックヒル,456,2025-08-21,830000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14730,,
2101,ムーンローバー,牡,4,ロージズインメイ,518,2024-10-31,830000,9052000,0,-1090.6,https://auction.keiba.rakuten.co.jp/item/13268,,
995,エイシンチョンパ,牡,4,エーシントップ,527,2025-05-15,830000,7804000,0,-940.2,https://auction.keiba.rakuten.co.jp/item/14144,,
541,アルデココ,牝,3,スワーヴリチャード,474,2025-08-14,820000,550000,0,-67.1,https://auction.keiba.rakuten.co.jp/item/14679,ゆう癖,
1601,リバーサルバレット,牡,6,ジャスタウェイ,494,2025-02-20,820000,35552000,0,-4335.6,https://auction.keiba.rakuten.co.jp/item/13757,さく癖 / ゆう癖 / 裂蹄 / 骨折,
2002,キャッチザロマンス,牝,4,ノヴェリスト,408,2024-10-17,820000,2160000,0,-263.4,https://auction.keiba.rakuten.co.jp/item/13169,,
2248,クリノスペリオル,牡,2,コパノリッキー,458,2024-11-28,820000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13417,,
2202,フライオールデイズ,牡,9,スペシャルウィーク,518,2024-11-14,820000,21374000,0,-2606.6,https://auction.keiba.rakuten.co.jp/item/13371,骨折,
1715,グランモール,牡,8,パイロ,520,2025-03-20,820000,14495000,0,-1767.7,https://auction.keiba.rakuten.co.jp/item/13875,打撲 / 跛行 / 骨折 / 骨片,
2549,リケアコンパンナ,牡,4,ビッグアーサー,470,2026-02-22,820000,5590000,5590000,0.0,https://auction.keiba.rakuten.co.jp/item/15704,骨折,
