ID,馬名,性別,年齢,父,馬体重,オークション日,落札価格,落札時賞金,現在賞金,ROI,リンク,病歴,繁殖
79,ホヌ,セ,5,ホッコータルマエ,503,2025-11-13,300000,6470000,0,-2156.7,https://auction.keiba.rakuten.co.jp/item/15318,,
2055,クリノトンイ,牝,4,ヘニーヒューズ,460,2024-10-24,300000,1469000,0,-489.7,https://auction.keiba.rakuten.co.jp/item/13222,,
2056,ツィスカリーゼ,牡,4,リオンディーズ,466,2024-10-24,300000,2591000,0,-863.7,https://auction.keiba.rakuten.co.jp/item/13223,コズミ,
1925,ジェイケイウルル,牝,5,ザファクター,532,2024-09-26,300000,6478000,0,-2159.3,https://auction.keiba.rakuten.co.jp/item/13090,跛行,
1448,サンレンブイ,牝,3,シュヴァルグラン,376,2025-01-16,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13603,,
115,ラガープリンセス,牝,5,ドレフォン,394,2025-11-20,300000,4073000,0,-1357.7,https://auction.keiba.rakuten.co.jp/item/15359,,
2409,アミーコアイドル,牝,4,ヘニーヒューズ,436,2025-12-25,300000,5370000,0,-1790.0,https://auction.keiba.rakuten.co.jp/item/15506,ゆう癖 / 挫跖,
658,フィアマドラータ,セ,3,ゴールドドリーム,448,2025-08-28,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14801,骨折,
1893,ダニエラハニー,牝,5,トゥザワールド,400,2024-09-19,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13058,ゆう癖 / 屈腱炎 / 骨折,○
1290,シュヴァルツボーイ,牡,3,イスラボニータ,504,2025-07-10,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14444,,
2075,ボールドトップ,牡,4,エーシントップ,466,2024-10-31,300000,5500000,0,-1833.3,https://auction.keiba.rakuten.co.jp/item/13242,フレグモーネ / 骨折,
1193,キボウノチカラ,牝,3,イスラボニータ,490,2025-06-26,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14346,,
558,ユナポ,牝,3,エスポワールシチー,495,2025-08-14,300000,630000,0,-210.0,https://auction.keiba.rakuten.co.jp/item/14696,,
2232,ダイチノメグミ,牝,4,ヴィクトワールピサ,416,2024-11-21,300000,5157000,0,-1719.0,https://auction.keiba.rakuten.co.jp/item/13401,骨折,
1998,オートマティック,牡,2,ミッキーグローリー,470,2024-10-17,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13165,骨折,
1335,ウィンカラー,牝,4,サンダースノー,466,2025-07-17,300000,1273000,0,-424.3,https://auction.keiba.rakuten.co.jp/item/14490,,
1211,メネラオス,牡,4,アジアエクスプレス,560,2025-06-26,300000,1806000,0,-602.0,https://auction.keiba.rakuten.co.jp/item/14364,屈腱炎 / 脚部不安 / 骨折,
2362,サヨノフジ,牡,5,スズカコーズウェイ,495,2025-12-25,300000,4240000,0,-1413.3,https://auction.keiba.rakuten.co.jp/item/15448,さく癖 / 炎症,
113,ブイブイエスワン,牡,4,ジャスタウェイ,534,2025-11-20,300000,2325000,0,-775.0,https://auction.keiba.rakuten.co.jp/item/15357,跛行,
876,アップライト,牝,3,アドマイヤマーズ,400,2025-04-20,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14024,屈腱炎,○
161,ザッフェラーノ,牡,4,パドトロワ,482,2025-11-30,300000,1948000,0,-649.3,https://auction.keiba.rakuten.co.jp/item/15389,,
1224,インターセプト,牝,4,マジェスティックウォリアー,480,2025-06-29,300000,7464000,0,-2488.0,https://auction.keiba.rakuten.co.jp/item/14377,骨瘤,
945,ロゼアクアリオ,牝,5,モーリス,394,2025-05-08,300000,1753000,0,-584.3,https://auction.keiba.rakuten.co.jp/item/14094,骨瘤,
1693,コパノトレド,牡,2,コパノリッキー,512,2025-03-20,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13853,打撲 / 跛行 / 骨折,
274,ヴィレーラ,牝,4,マジェスティックウォリアー,453,2025-09-18,300000,2028000,0,-676.0,https://auction.keiba.rakuten.co.jp/item/15015,さく癖 / 鼻出血,
2431,グランドジュビリー,牡,8,キンシャサノキセキ,497,2025-12-25,300000,16060000,0,-5353.3,https://auction.keiba.rakuten.co.jp/item/15531,骨折,
15257,スカイピース,牝,5,ミッキーアイル,486,2025-11-02,300000,8742000,8882000,46.7,https://auction.keiba.rakuten.co.jp/item/15257,挫跖,
1993,オースミカテドラル,牡,8,ダイワメジャー,484,2024-10-10,300000,65113000,0,-21704.3,https://auction.keiba.rakuten.co.jp/item/13160,,
781,アズーロエマローネ,牡,3,ハービンジャー,472,2025-09-11,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14928,DDSP / 旋回癖 / 炎症 / 繋靭帯炎,
1805,ケイツーレウ,牝,3,サンダースノー,494,2025-04-10,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13968,関節炎 / 骨折,
877,ポポラリタの22,牡,3,ナカヤマフェスタ,545,2025-04-24,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14025,脚部不安 / 骨折,
2048,テーオーダイヤ,牝,3,カリフォルニアクローム,441,2024-10-24,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13215,,
984,ヨッシーレイ,牝,3,カリフォルニアクローム,414,2025-05-15,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14133,,
1427,ヌプルクル,牝,3,ノーブルミッション,400,2025-01-09,300000,400000,0,-133.3,https://auction.keiba.rakuten.co.jp/item/13582,,
2485,レシェルドランジュ,牝,4,ニューイヤーズデイ,400,,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15501,脚部不安 / 骨片,○
2069,ヘレナモルフォの23,牝,1,エイシンフラッシュ,367,2024-10-31,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13236,,
1188,シオンデゴーの23,牡,2,グロリアスノア,430,2025-06-26,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14341,跛行,
2625,ダイユウハミルトン ン,セ,5,ヴィクトワールピサ,476,2026-02-26,300000,6330000,0,-2110.0,https://auction.keiba.rakuten.co.jp/item/15718,跛行 / 骨折,
2466,リチェルカータ,牝,9,シニスターミニスター,451,2026-01-08,300000,9008000,0,-3002.7,https://auction.keiba.rakuten.co.jp/item/15557,,
1155,ノボリミッション,牡,3,リアルスティール,472,2025-06-19,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14307,筋肉痛 / 脚部不安,
1465,ブンタンフィズ,牝,4,スクリーンヒーロー,399,2025-01-16,300000,1695000,0,-565.0,https://auction.keiba.rakuten.co.jp/item/13620,さく癖 / 骨折,
954,ジャズブレイキー,牡,4,モーニン,468,2025-05-08,300000,6400000,0,-2133.3,https://auction.keiba.rakuten.co.jp/item/14103,屈腱炎 / 骨折 / 骨片,
2284,ガミラスソロモン,セ,4,ジョーカプチーノ,440,2024-12-05,300000,2336000,0,-778.7,https://auction.keiba.rakuten.co.jp/item/13454,鼻出血,
2340,フクシマグランツ,牝,2,タワーオブロンドン,378,2025-12-25,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15421,,
208,ウワサノモアナ,牝,2,モーニン,402,2025-10-16,300000,0,314000,104.7,https://auction.keiba.rakuten.co.jp/item/15147,,
1941,エイシンカンナ,牝,2,ワンアンドオンリー,412,2024-10-03,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13106,跛行,
1352,ハイフォーエバー,牝,2,イスラボニータ,436,2024-12-19,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13507,,
122,グランリッジライン,牡,3,ロジャーバローズ,442,,300000,216000,0,-72.0,https://auction.keiba.rakuten.co.jp/item/15288,ゆう癖 / 屈腱炎,
2230,ファンタジスタ,牡,4,ルーラーシップ,497,2024-11-21,300000,3758000,0,-1252.7,https://auction.keiba.rakuten.co.jp/item/13399,,
2278,クリノリヴィング,牡,3,リアルインパクト,477,2024-12-05,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13448,骨折,
2117,エイシンファルコン,牡,2,フェノーメノ,482,2024-11-07,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13285,,
1301,ゴールデンマーチ,牝,3,ゴールドシップ,380,2025-07-13,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14455,,
2018,ラダマンテュス,牡,3,オルフェーヴル,400,2024-10-17,300000,2590000,0,-863.3,https://auction.keiba.rakuten.co.jp/item/13185,ゆう癖,
2120,ノビシロシカナイ,牡,2,ミッキーアイル,526,2024-11-07,300000,392000,0,-130.7,https://auction.keiba.rakuten.co.jp/item/13288,鼻出血,
923,ブリックダルジャン,牝,3,ブリックスアンドモルタル,400,2025-04-27,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14071,ゆう癖 / 骨折,○
1355,ブラックデザイア,牝,2,ルヴァンスレーヴ,374,2024-12-19,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13510,ゆう癖,
2268,エンムスビ,牝,3,スクリーンヒーロー,444,2024-12-05,300000,830000,0,-276.7,https://auction.keiba.rakuten.co.jp/item/13438,さく癖 / 疝痛 / 腸捻転,
1858,リックゾゾイー,牡,2,トビーズコーナー,368,2024-09-12,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13022,さく癖 / 旋回癖,
1643,サヨノボナンザ,牝,3,ビーチパトロール,423,2025-03-06,300000,180000,0,-60.0,https://auction.keiba.rakuten.co.jp/item/13801,,
654,ココナッツリゾート,牝,3,ワールドエース,402,2025-08-28,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14797,,
2203,エターナルライフ,牝,10,アドマイヤムーン,400,2024-11-14,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13372,,○
567,ジェイエルケープ,牝,3,ゴールドドリーム,392,2025-08-17,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14705,筋肉痛,
830,トリディマイト,牡,3,ダノンレジェンド,454,2025-09-14,300000,1480000,0,-493.3,https://auction.keiba.rakuten.co.jp/item/14977,跛行 / 骨折 / 骨瘤,
2492,サンバデルンバ,牝,5,キズナ,400,,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15245,さく癖 / 骨折,○
386,ダイユウブルー,牝,3,サートゥルナーリア,400,2025-07-24,300000,0,331000,110.3,https://auction.keiba.rakuten.co.jp/item/14522,旋回癖 / 骨折,
1041,ベラジオコクオウ,セ,4,ホッコータルマエ,491,2025-05-25,300000,3340000,0,-1113.3,https://auction.keiba.rakuten.co.jp/item/14191,蟻洞,
417,ラストチケット,牡,7,フレンチデピュティ,514,2025-07-24,300000,8725000,8725000,0.0,https://auction.keiba.rakuten.co.jp/item/14553,,
2287,モンテイゾラ,セ,4,イスラボニータ,475,2024-12-05,300000,7320000,0,-2440.0,https://auction.keiba.rakuten.co.jp/item/13457,喉鳴り / 喘鳴症 / 疝痛 / 肺出血,
529,シマエナガ,牝,3,リオンディーズ,418,2025-08-14,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14667,,
2059,クリノゴールド,牝,5,ドゥラメンテ,443,2024-10-24,300000,620000,0,-206.7,https://auction.keiba.rakuten.co.jp/item/13226,骨折,
2176,ディアマンディ,牝,2,ダノンバラード,360,2024-11-14,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13344,,
1369,クリノサンシャイン,牝,7,ベーカバド,458,2024-12-19,300000,14720000,0,-4906.7,https://auction.keiba.rakuten.co.jp/item/13524,,
270,リックウインド,牝,2,ロゴタイプ,420,2025-09-18,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15011,裂傷,
363,エイシンイビサ,牝,2,イスラボニータ,466,2025-10-05,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15106,,
698,フォルテカリーナ,牝,2,フィレンツェファイア,420,2025-08-28,300000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14843,跛行 / 骨折,
339,アルゴフィリオ,牝,3,フリオーソ,430,2025-10-02,300000,1754000,0,-584.7,https://auction.keiba.rakuten.co.jp/item/15082,,
2237,デイドリーミン,牝,6,シビルウォー,471,2024-11-21,300000,4843000,0,-1614.3,https://auction.keiba.rakuten.co.jp/item/13406,跛行,
583,テメノスの23,牝,2,カリフォルニアクローム,426,2025-08-21,2970000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14722,,
2460,アーラグラシア,牝,4,レイデオロ,440,2026-01-08,2970000,9118000,0,-307.0,https://auction.keiba.rakuten.co.jp/item/15559,,
283,ワーキングアセット,牡,4,ジャスタウェイ,482,2025-09-18,2960000,19450000,0,-657.1,https://auction.keiba.rakuten.co.jp/item/15024,,
1905,エンジェルスノー,牝,3,サンダースノー,472,2024-09-26,2950000,9080000,0,-307.8,https://auction.keiba.rakuten.co.jp/item/13070,さく癖 / 擦過傷 / 腫脹,
1460,ノヴェルウェイ,牝,3,マジェスティックウォリアー,462,2025-01-16,2920000,2728000,0,-93.4,https://auction.keiba.rakuten.co.jp/item/13615,,
845,クロウソング,牝,3,ワールドエース,456,2025-09-18,2920000,1360000,0,-46.6,https://auction.keiba.rakuten.co.jp/item/14993,,
1769,クリノオーサム,牝,3,ドレフォン,472,2025-04-03,2910000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13931,,
2488,プレインコート,牝,3,ロードカナロア,400,,2910000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15241,,○
298,スターオブアダム,牡,2,ブラックタイド,496,2025-09-25,2900000,1100000,0,-37.9,https://auction.keiba.rakuten.co.jp/item/15041,,
2569,ルクストリッド,セ,4,サトノアラジン,462,2026-02-12,290000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15656,,
2357,ミノリッチマイヤー,牝,3,シルバーステート,456,2025-12-25,290000,3520000,0,-1213.8,https://auction.keiba.rakuten.co.jp/item/15442,屈腱炎 / 鼻出血,
2178,ホエール,牡,2,カレンブラックヒル,451,2024-11-14,290000,250000,0,-86.2,https://auction.keiba.rakuten.co.jp/item/13346,,
355,ウインフェリーチェ,牝,6,スクリーンヒーロー,420,2025-10-02,290000,3626000,0,-1250.3,https://auction.keiba.rakuten.co.jp/item/15098,鼻出血,
2377,シシリアンフラッグ,牝,2,ゴールドシップ,388,2025-12-25,290000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15471,喉鳴り,
1599,シャドウマッドネス,セ,6,オルフェーヴル,453,2025-02-20,2880000,20780000,0,-721.5,https://auction.keiba.rakuten.co.jp/item/13755,,
1226,ウエストコーストの23,牡,2,ヘニーヒューズ,499,2025-07-03,2830000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14379,,
736,セラトーン,牡,3,Saxon Warrior,492,2025-09-04,2820000,2920000,0,-103.5,https://auction.keiba.rakuten.co.jp/item/14883,,
693,カルデライト,牝,3,ナダル,452,2025-08-28,2820000,5930000,0,-210.3,https://auction.keiba.rakuten.co.jp/item/14838,,
737,ルセルマンダムール,牡,3,アドマイヤマーズ,484,2025-09-04,2820000,4200000,0,-148.9,https://auction.keiba.rakuten.co.jp/item/14884,骨折 / 骨瘤,
301,タッチダウン,牝,3,アドマイヤムーン,444,2025-09-25,2810000,3060000,0,-108.9,https://auction.keiba.rakuten.co.jp/item/15044,,
576,ロジアヴァンセ,牡,3,ロジユニヴァース,496,2025-08-17,2800000,1400000,0,-50.0,https://auction.keiba.rakuten.co.jp/item/14714,,
750,トレポンティ,牝,4,オルフェーヴル,454,2025-09-04,2800000,3520000,0,-125.7,https://auction.keiba.rakuten.co.jp/item/14897,鼻出血,
2327,スカイノーヴァ,牝,10,ステイゴールド,400,2024-12-12,2800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13497,,○
2397,ヴェルダリオ,牡,3,ゴールドシップ,510,2025-12-25,280000,1000000,0,-357.1,https://auction.keiba.rakuten.co.jp/item/15491,屈腱炎,
82,グリニッジシチー,セ,9,エスポワールシチー,494,2025-11-13,280000,45659000,0,-16306.8,https://auction.keiba.rakuten.co.jp/item/15322,さく癖 / 裂蹄 / 跛行,
2372,ゲデヒトニス,牝,2,レイデオロ,446,2025-12-25,280000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15460,骨折,
2366,スティールシャトル,牝,5,インカンテーション,469,2025-12-25,280000,14564000,0,-5201.4,https://auction.keiba.rakuten.co.jp/item/15463,挫跖 / 球節炎 / 骨折,
2333,ヨッシーステージ,牡,4,カリフォルニアクローム,480,2025-12-25,280000,1243000,0,-443.9,https://auction.keiba.rakuten.co.jp/item/15413,裂蹄,
2497,マイネルシーマー,牡,7,ゴールドシップ,476,2026-01-11,280000,38729000,0,-13831.8,https://auction.keiba.rakuten.co.jp/item/15562,DDSP / 炎症 / 蟻洞 / 跛行 / 骨折,
705,ラルンエベール,牝,4,サトノダイヤモンド,430,2025-08-28,280000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14850,屈腱炎,○
1240,ゲッティン,牝,5,パイロ,490,2025-07-03,280000,1855000,0,-662.5,https://auction.keiba.rakuten.co.jp/item/14393,屈腱炎,
2434,コオリナラグーン,牝,3,ミッキーアイル,430,,2770000,6270000,6690000,15.2,https://auction.keiba.rakuten.co.jp/item/14757,,
684,クリプトス,牡,3,アメリカンペイトリオット,470,2025-08-28,2760000,1670000,0,-60.5,https://auction.keiba.rakuten.co.jp/item/14829,,
1282,バースフラワー,牝,3,ビッグアーサー,450,2025-07-10,2760000,5150000,0,-186.6,https://auction.keiba.rakuten.co.jp/item/14435,,
2037,クリノチョモラーリの22,牝,2,ベストウォーリア,440,2024-10-24,2750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13204,,
407,インマイブラッド,牝,3,モズアスコット,420,2025-07-24,2750000,3600000,0,-130.9,https://auction.keiba.rakuten.co.jp/item/14543,さく癖,
1401,ダイバリオン,牡,5,ジャスタウェイ,472,2024-12-26,2740000,50739000,0,-1851.8,https://auction.keiba.rakuten.co.jp/item/13556,,
1614,スパイウェア,牡,3,モーリス,458,2025-02-27,2730000,1550000,0,-56.8,https://auction.keiba.rakuten.co.jp/item/13770,骨膜炎,
2077,ナムラマイケル,牡,4,リアルスティール,436,2024-10-31,2730000,7372000,0,-270.0,https://auction.keiba.rakuten.co.jp/item/13244,,
1382,マイネルイヴィンス,セ,8,ジャングルポケット,511,2024-12-19,2730000,45045000,0,-1650.0,https://auction.keiba.rakuten.co.jp/item/13537,,
1340,イセベイ,牡,5,モーリス,465,2025-07-17,2730000,10695000,0,-391.8,https://auction.keiba.rakuten.co.jp/item/14495,,
735,アンティジャミーラ,牝,3,アルアイン,444,2025-09-04,2720000,2230000,0,-82.0,https://auction.keiba.rakuten.co.jp/item/14882,,
360,アウフヴィント,牝,3,ドレフォン,512,2025-10-05,2720000,3040000,0,-111.8,https://auction.keiba.rakuten.co.jp/item/15103,,
2605,アポロプラネット,牡,7,リオンディーズ,506,2026-02-19,2720000,36773000,0,-1351.9,https://auction.keiba.rakuten.co.jp/item/15693,,
111,バイルシュタイン,牡,3,ダンカーク,447,2025-11-20,2720000,3600000,0,-132.4,https://auction.keiba.rakuten.co.jp/item/15355,,
328,サブアトミック,牝,3,ニューイヤーズデイ,472,2025-10-02,2710000,8100000,0,-298.9,https://auction.keiba.rakuten.co.jp/item/15071,,
2621,ビッキーカンド ン,セ,3,パイロ,462,2026-02-26,2710000,840000,0,-31.0,https://auction.keiba.rakuten.co.jp/item/15714,,
2276,ウインアウォード,牡,5,スクリーンヒーロー,514,2024-12-05,2710000,32024000,0,-1181.7,https://auction.keiba.rakuten.co.jp/item/13446,骨折 / 骨片,
849,ハーレムシャフル,牡,3,ダノンレジェンド,442,2025-09-18,2710000,1390000,0,-51.3,https://auction.keiba.rakuten.co.jp/item/14997,,
481,ヘヴンリーゴール,牡,3,ロードカナロア,462,2025-08-07,2710000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14617,,
2266,イグネイシャス,牡,2,サンダースノー,502,2024-12-05,270000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13436,屈腱炎,
217,マンテーニャ,牡,7,ハタノヴァンクール,526,2025-10-16,270000,22381000,0,-8289.3,https://auction.keiba.rakuten.co.jp/item/15156,,
2455,メッチャハットリ,牝,4,アメリカンペイトリオット,457,2026-01-08,270000,1981000,0,-733.7,https://auction.keiba.rakuten.co.jp/item/15545,鼻出血,
2451,カリスティア,牝,4,カリフォルニアクローム,410,2026-01-08,270000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15540,骨折,
1474,コデラエネ,牝,3,ディープブリランテ,478,2025-01-16,270000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13629,OCD / ゆう癖 / 骨折 / 骨片,
2601,ピエナクレスコ,牡,5,クレスコグランド,470,2026-02-19,2670000,2160000,0,-80.9,https://auction.keiba.rakuten.co.jp/item/15689,,
1834,コスモブレイズ,牡,3,ウインブライト,494,2025-04-17,2670000,1800000,0,-67.4,https://auction.keiba.rakuten.co.jp/item/13998,腱鞘炎 / 骨瘤,
1962,クリノロンサール,牝,2,リアルインパクト,456,2024-10-10,2670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13128,,
54,コスモラパウィラ,牡,2,フォーウィールドライブ,464,2025-11-13,2640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15294,,
806,チェンジオブハート,牡,3,ハービンジャー,484,2025-09-11,2640000,5520000,0,-209.1,https://auction.keiba.rakuten.co.jp/item/14953,,
2229,インテンシーヴォ,牡,3,フリオーソ,484,2024-11-21,2630000,10290000,0,-391.3,https://auction.keiba.rakuten.co.jp/item/13398,,
1445,エコロルキナ,牝,3,モズアスコット,478,2025-01-16,2630000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13600,,
801,アラモアナ,牡,3,ミッキーアイル,484,2025-09-11,2610000,3095000,0,-118.6,https://auction.keiba.rakuten.co.jp/item/14948,さく癖 / 骨折,
2603,ユイノコキュウ,牡,5,マジェスティックウォリアー,484,2026-02-19,2610000,8340000,0,-319.5,https://auction.keiba.rakuten.co.jp/item/15691,,
488,モメン,牝,3,ダノンレジェンド,454,2025-08-07,2610000,1650000,0,-63.2,https://auction.keiba.rakuten.co.jp/item/14624,骨折,
2296,スティルディマーレ,セ,4,ロードカナロア,520,2024-12-05,2610000,23300000,0,-892.7,https://auction.keiba.rakuten.co.jp/item/13466,,
502,ブリッグオドーン,牡,8,カジノドライヴ,500,2025-08-07,2600000,66425000,0,-2554.8,https://auction.keiba.rakuten.co.jp/item/14638,,
1346,グラティチュード,牡,2,ディスクリートキャット,440,2024-12-19,260000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13501,骨折,
2204,プロフィトロール,牝,3,スプレティオラス,414,2024-11-14,260000,1973000,0,-758.8,https://auction.keiba.rakuten.co.jp/item/13373,,
1491,アイラシカ,牝,3,,401,2025-01-23,260000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13646,,
982,フロルドラーダ,牝,3,ゴールドドリーム,486,2025-05-15,260000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14131,骨折,
2555,ユメミルポリカ,牝,4,ゴールドドリーム,430,2026-02-08,260000,940000,0,-361.5,https://auction.keiba.rakuten.co.jp/item/15642,,
626,マヒート,牡,5,タリスマニック,490,2025-08-21,260000,4796000,0,-1844.6,https://auction.keiba.rakuten.co.jp/item/14767,,
2234,ウィンザーロア,牡,4,Frankel,476,2024-11-21,2590000,6650000,0,-256.8,https://auction.keiba.rakuten.co.jp/item/13403,,
962,ミステリオーソ,牡,8,パイロ,502,2025-05-08,2590000,103682000,0,-4003.2,https://auction.keiba.rakuten.co.jp/item/14111,挫跖,
81,アースライザー,セ,8,アイルハヴアナザー,504,2025-11-13,2580000,46556000,0,-1804.5,https://auction.keiba.rakuten.co.jp/item/15321,跛行,
1330,ブラックサウザー,牡,6,ダノンレジェンド,440,2025-07-17,2570000,16855000,0,-655.8,https://auction.keiba.rakuten.co.jp/item/14485,,
676,カピオラ,牝,3,フィエールマン,410,2025-08-28,2560000,720000,0,-28.1,https://auction.keiba.rakuten.co.jp/item/14821,,
468,アドベントシーズン,牡,3,サートゥルナーリア,430,2025-08-07,2560000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14604,,
1306,レーベンヘルツ,牡,4,スワーヴリチャード,470,2025-07-13,2550000,10591000,0,-415.3,https://auction.keiba.rakuten.co.jp/item/14460,,
1837,ハワイアンアイコン,牡,3,ロードカナロア,500,2024-09-12,2550000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13001,,
262,メイショウカジボウ,牡,3,ホッコータルマエ,454,2025-09-18,2540000,3350000,0,-131.9,https://auction.keiba.rakuten.co.jp/item/15003,,
732,フェアーメロディ,牝,3,ミスターメロディ,430,2025-09-04,2530000,1680000,0,-66.4,https://auction.keiba.rakuten.co.jp/item/14879,,
1906,ハットリ,牡,4,リアルスティール,512,2024-09-26,2520000,800000,0,-31.7,https://auction.keiba.rakuten.co.jp/item/13071,,
331,ショウサンキズナ,牡,6,キズナ,526,2025-10-02,2520000,35273000,0,-1399.7,https://auction.keiba.rakuten.co.jp/item/15074,,
2626,トラジェクトワール,牡,5,モーリス,498,2026-02-26,2510000,7420000,0,-295.6,https://auction.keiba.rakuten.co.jp/item/15731,骨折,
2465,ソッコータルマカ,セ,6,ホッコータルマエ,523,2026-01-08,2510000,24720000,0,-984.9,https://auction.keiba.rakuten.co.jp/item/15556,,
1592,エヴィダンシア,牡,6,ドゥラメンテ,494,2025-02-20,2510000,25932000,0,-1033.1,https://auction.keiba.rakuten.co.jp/item/13748,DDSP,
368,マイネルラカイユ,牡,3,ジャスタウェイ,488,2025-07-20,2510000,3870000,0,-154.2,https://auction.keiba.rakuten.co.jp/item/14503,,
805,アリアルブラック,牡,3,ロゴタイプ,490,2025-09-11,2510000,5120000,0,-204.0,https://auction.keiba.rakuten.co.jp/item/14952,,
679,タンタンドル,牝,3,イスラボニータ,472,2025-08-28,2510000,840000,0,-33.5,https://auction.keiba.rakuten.co.jp/item/14824,OCD / 骨折 / 骨瘤 / 鼻出血,
2600,ラミントン,牝,4,キタサンブラック,504,2026-02-19,2510000,560000,0,-22.3,https://auction.keiba.rakuten.co.jp/item/15688,骨折 / 骨片,
2269,キャンディレイ,牝,3,ハービンジャー,508,2024-12-05,2510000,3850000,0,-153.4,https://auction.keiba.rakuten.co.jp/item/13439,骨折 / 骨片,
2104,プテリュクス,牝,8,スマートファルコン,400,2024-10-31,2500000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13271,蹄葉炎,○
1657,ブルーアロー,牡,6,シビルウォー,468,2025-03-06,2500000,20431000,0,-817.2,https://auction.keiba.rakuten.co.jp/item/13817,疝痛,
1581,ローデッドの23,牝,2,サンダースノー,438,2025-02-20,2500000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13737,OCD / 骨片,
1034,トーワフォーエバーの23,牡,2,ビーチパトロール,404,2025-05-22,2500000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14184,,
1006,ルミナスフラックス,セ,6,ドレフォン,486,2025-05-18,2500000,6936000,0,-277.4,https://auction.keiba.rakuten.co.jp/item/14155,,
919,コスモグリッター,牡,3,ウインブライト,520,2025-04-27,250000,1685000,0,-674.0,https://auction.keiba.rakuten.co.jp/item/14067,屈腱炎,
314,ディアイライザ,牝,3,ノヴェリスト,420,2025-09-25,250000,2000000,0,-800.0,https://auction.keiba.rakuten.co.jp/item/15057,ゆう癖 / 屈腱炎,
112,アサクサマイヒメ,牝,4,リオンディーズ,461,2025-11-20,250000,1830000,0,-732.0,https://auction.keiba.rakuten.co.jp/item/15356,,
1410,アイアンレディ,牝,5,エスポワールシチー,516,2024-12-26,250000,4278000,0,-1711.2,https://auction.keiba.rakuten.co.jp/item/13565,,
